,GAME_INFO,LOCATION,TEAM1_NAME,TEAM1_SCORE,TEAM2_NAME,TEAM2_SCORE
9,2018-04-22 16:30:00,Jack Kemp Stadium, San Jose Spiders,16, LA Aviators,25
0,2017-05-27 19:00:00,, Jacksonville Cannons,23, Atlanta Hustle,20
1,2017-05-27 19:00:00,, Chicago Union,20, Madison Radicals,21
2,2017-05-27 17:00:00,, Philadelphia Phoenix,18, Toronto Rush,31
3,2017-05-27 16:00:00,, Pittsburgh Thunderbirds,23, Detroit Mechanix,21
4,2017-05-27 13:00:00,, DC Breeze,28, New York Empire,25
5,2017-05-21 19:00:00,, Detroit Mechanix,12, Chicago Union,22
6,2017-05-21 16:00:00,, Montreal Royal,19, New York Empire,16
7,2017-05-21 16:00:00,, Vancouver Riptide,20, San Francisco FlameThrowers,33
8,2017-05-21 14:00:00,, Atlanta Hustle,18, Dallas Legion,26
9,2017-05-20 19:00:00,, Raleigh Flyers,21, Jacksonville Cannons,20
0,2012-06-30 20:00:00,, Rochester Dragons,21, Connecticut Constitution,19
1,2012-06-24 20:00:00,, Columbus Cranes,20, Indianapolis AlleyCats,22
2,2012-06-24 20:00:00,, Connecticut Constitution,20, Philadelphia Spinners,24
3,2012-06-24 20:00:00,, Detroit Mechanix,25, Cincinnati Revolution,27
4,2012-06-23 20:00:00,, Connecticut Constitution,12, Rhode Island Rampage,11
5,2012-06-23 20:00:00,, Indianapolis AlleyCats,13, Cincinnati Revolution,17
6,2012-06-23 20:00:00,, Detroit Mechanix,25, Columbus Cranes,30
7,2012-06-23 20:00:00,, Philadelphia Spinners,29, Rochester Dragons,18
8,2012-06-17 20:00:00,, Indianapolis AlleyCats,21, Detroit Mechanix,23
9,2012-06-16 20:00:00,, Cincinnati Revolution,20, Columbus Cranes,23
0,2018-08-11 20:00:00,Breese Stevens Field, LA Aviators,19, Madison Radicals,24
1,2018-08-11 17:00:00,Breese Stevens Field, New York Empire,30, Dallas Legion,32
2,2018-07-28 20:00:00,, Raleigh Flyers,19, Dallas Legion,20
3,2018-07-28 19:00:00,Breese Stevens Field, Indianapolis AlleyCats,18, Madison Radicals,27
4,2018-07-28 18:30:00,, New York Empire,18, Toronto Rush,17
5,2018-07-27 20:00:00,, Raleigh Flyers,26, Austin Sol,23
6,2018-07-21 22:00:00,, San Diego Growlers,22, LA Aviators,26
7,2018-07-21 19:00:00,, Minnesota Wind Chill,19, Indianapolis AlleyCats,20
8,2018-07-21 19:00:00,, New York Empire,19, DC Breeze,15
9,2018-07-15 17:00:00,St Pius HS Field, Nashville Nightwatch,26, Atlanta Hustle,30
0,2018-04-22 14:00:00,Five Star Complex, Austin Sol,21, Dallas Legion,23
1,2018-04-22 13:00:00,Cardinal Stadium, Ottawa Outlaws,19, DC Breeze,26
2,2018-04-21 22:00:00,Balboa Stadium, Seattle Cascades,25, San Diego Growlers,26
3,2018-04-21 21:30:00,Laney College Football Field, Toronto Rush,28, San Francisco FlameThrowers,18
4,2018-04-21 20:00:00,Vanderbilt Natchez Field, Raleigh Flyers,31, Nashville Nightwatch,26
5,2018-04-21 19:30:00,Roncalli Stadium, Pittsburgh Thunderbirds,18, Indianapolis AlleyCats,27
6,2018-04-21 19:00:00,Joseph F. Fosina Field, Ottawa Outlaws,16, New York Empire,28
7,2018-04-21 19:00:00,Sea Foam Stadium, Chicago Union,23, Minnesota Wind Chill,24
8,2018-04-21 18:30:00,, Montreal Royal,21, Philadelphia Phoenix,26
9,2018-04-21 18:30:00,St Pius HS Field, Tampa Bay Cannons,18, Atlanta Hustle,19
0,2017-05-20 22:00:00,, Vancouver Riptide,18, San Jose Spiders,19
1,2017-05-20 19:00:00,, Pittsburgh Thunderbirds,25, Madison Radicals,31
2,2017-05-20 19:00:00,, Atlanta Hustle,28, Austin Sol,27
3,2017-05-20 18:30:00,, Montreal Royal,20, DC Breeze,23
4,2017-05-20 18:30:00,, Detroit Mechanix,17, Minnesota Wind Chill,26
5,2017-05-14 13:00:00,, Philadelphia Phoenix,26, Montreal Royal,25
6,2017-05-14 13:00:00,, Minnesota Wind Chill,22, Detroit Mechanix,19
7,2017-05-13 22:00:00,, LA Aviators,22, San Jose Spiders,28
8,2017-05-13 19:30:00,, Madison Radicals,23, Indianapolis AlleyCats,20
9,2017-05-13 19:00:00,, Nashville Nightwatch,19, Atlanta Hustle,31
0,2016-06-11 19:00:00,, Atlanta Hustle,34, Nashville Nightwatch,24
1,2016-06-10 20:00:00,, Detroit Mechanix,28, Minnesota Wind Chill,31
2,2016-06-05 18:00:00,, San Francisco FlameThrowers,25, Seattle Cascades,28
3,2016-06-05 16:00:00,, San Jose Spiders,26, San Diego Growlers,22
4,2016-06-05 15:00:00,, Toronto Rush,27, New York Empire,21
5,2016-06-05 14:00:00,, Detroit Mechanix,17, Chicago Union,15
6,2016-06-05 13:30:00,, Charlotte Express,14, Austin Sol,31
7,2016-06-04 22:30:00,, San Jose Spiders,24, LA Aviators,27
8,2016-06-04 20:00:00,, Charlotte Express,18, Dallas Legion,28
9,2016-06-04 19:00:00,, Montreal Royal,27, Ottawa Outlaws,30
0,2012-06-16 20:00:00,, Philadelphia Spinners,29, Connecticut Constitution,19
1,2012-06-16 20:00:00,, Indianapolis AlleyCats,26, Rochester Dragons,21
2,2012-06-09 20:00:00,, Rhode Island Rampage,18, Connecticut Constitution,24
3,2012-06-09 20:00:00,, Rochester Dragons,16, Philadelphia Spinners,33
4,2012-06-02 20:00:00,, Connecticut Constitution,17, Rochester Dragons,13
5,2012-06-02 20:00:00,, Columbus Cranes,21, Detroit Mechanix,24
6,2012-06-02 20:00:00,, Cincinnati Revolution,18, Indianapolis AlleyCats,20
7,2012-05-27 20:00:00,, Columbus Cranes,20, Philadelphia Spinners,23
8,2012-05-27 20:00:00,, Cincinnati Revolution,25, Rochester Dragons,24
9,2012-05-26 20:00:00,, Indianapolis AlleyCats,28, Detroit Mechanix,21
0,2018-07-15 14:00:00,, New York Empire,30, Philadelphia Phoenix,22
1,2018-07-15 14:00:00,Benedetti-Wehrli Stadium, Minnesota Wind Chill,23, Chicago Union,20
2,2018-07-15 13:00:00,Complexe Sportif Claude-Robillard, Ottawa Outlaws,32, Montreal Royal,25
3,2018-07-14 22:15:00,, LA Aviators,21, San Diego Growlers,34
4,2018-07-14 21:30:00,Laney College Football Field, Seattle Cascades,31, San Francisco FlameThrowers,20
5,2018-07-14 19:00:00,, Nashville Nightwatch,23, Tampa Bay Cannons,24
6,2018-07-14 19:00:00,Grand Park, Minnesota Wind Chill,16, Indianapolis AlleyCats,26
7,2018-07-14 19:00:00,Breese Stevens Field, Chicago Union,24, Madison Radicals,27
8,2018-07-14 18:30:00,Cardinal Stadium, New York Empire,19, DC Breeze,29
9,2018-07-14 18:00:00,Art Rooney Field, Detroit Mechanix,10, Pittsburgh Thunderbirds,32
0,2018-04-21 17:00:00,Grand Rapids Christian HS, Madison Radicals,27, Detroit Mechanix,12
1,2018-04-15 14:00:00,Five Star Complex, LA Aviators,17, Dallas Legion,20
2,2018-04-15 14:00:00,, Atlanta Hustle,18, Nashville Nightwatch,17
3,2018-04-15 13:00:00,A.A. Garthwaite Stadium, Toronto Rush,19, Philadelphia Phoenix,18
4,2018-04-14 22:00:00,Foothill College Stadium, San Francisco FlameThrowers,28, San Jose Spiders,27
5,2018-04-14 22:00:00,Seattle Memorial Stadium, San Diego Growlers,22, Seattle Cascades,16
6,2018-04-14 20:00:00,House Park, LA Aviators,22, Austin Sol,23
7,2018-04-14 19:00:00,Joseph F. Fosina Field, Toronto Rush,18, New York Empire,14
8,2018-04-14 19:00:00,, Raleigh Flyers,20, Tampa Bay Cannons,17
9,2018-04-14 18:00:00,Art Rooney Field, Chicago Union,20, Pittsburgh Thunderbirds,15
0,2017-05-13 21:00:00,, San Diego Growlers,26, Vancouver Riptide,27
1,2017-05-13 21:00:00,, Seattle Cascades,28, San Francisco FlameThrowers,27
2,2017-05-13 19:00:00,, Minnesota Wind Chill,20, Chicago Union,17
3,2017-05-13 19:00:00,, Nashville Nightwatch,19, Atlanta Hustle,31
4,2017-05-13 18:00:00,, Philadelphia Phoenix,21, Ottawa Outlaws,25
5,2017-05-13 17:00:00,, DC Breeze,20, Toronto Rush,26
6,2017-05-12 19:30:00,, Dallas Legion,22, Jacksonville Cannons,24
7,2017-05-07 16:30:00,, Vancouver Riptide,18, LA Aviators,23
8,2017-05-07 13:00:00,, Toronto Rush,24, Montreal Royal,17
9,2017-05-07 13:00:00,, Nashville Nightwatch,11, Austin Sol,31
0,2016-06-04 21:00:00,, San Francisco FlameThrowers,27, Vancouver Riptide,29
1,2016-06-04 19:00:00,, Pittsburgh Thunderbirds,16, Madison Radicals,23
2,2016-06-04 18:30:00,, Toronto Rush,23, DC Breeze,28
3,2016-06-04 18:30:00,, New York Empire,32, Philadelphia Phoenix,17
4,2016-05-29 16:00:00,, Vancouver Riptide,17, San Jose Spiders,27
5,2016-05-29 15:00:00,, Dallas Legion,34, Nashville Nightwatch,23
6,2016-05-29 14:00:00,, Montreal Royal,14, Toronto Rush,26
7,2016-05-29 14:00:00,, DC Breeze,22, Ottawa Outlaws,27
8,2016-05-29 13:00:00,, Jacksonville Cannons,23, Charlotte Express,26
9,2016-05-28 20:00:00,, Jacksonville Cannons,24, Raleigh Flyers,25
0,2012-05-26 20:00:00,, Columbus Cranes,21, Connecticut Constitution,28
1,2012-05-26 20:00:00,, Cincinnati Revolution,20, Rhode Island Rampage,21
2,2012-05-20 20:00:00,, Indianapolis AlleyCats,19, Cincinnati Revolution,18
3,2012-05-20 20:00:00,, Rhode Island Rampage,23, Rochester Dragons,21
4,2012-05-19 20:00:00,, Rhode Island Rampage,20, Connecticut Constitution,22
5,2012-05-19 20:00:00,, Detroit Mechanix,18, Indianapolis AlleyCats,20
6,2012-05-12 20:00:00,, Indianapolis AlleyCats,29, Columbus Cranes,37
7,2012-05-12 20:00:00,, Rhode Island Rampage,18, Philadelphia Spinners,24
8,2012-05-12 20:00:00,, Rochester Dragons,15, Connecticut Constitution,30
9,2012-05-12 20:00:00,, Cincinnati Revolution,19, Detroit Mechanix,21
0,2021-07-17 21:00:00,LA Southwest College, Austin Sol,21, LA Aviators,20
1,2021-07-17 19:00:00,Breese Stevens Field, Indianapolis AlleyCats,16, Madison Radicals,17
2,2021-07-17 19:00:00,Sea Foam Stadium, Detroit Mechanix,12, Minnesota Wind Chill,25
3,2021-07-17 13:30:00,JC Stone Field, Raleigh Flyers,27, Pittsburgh Thunderbirds,16
4,2021-07-16 22:30:00,Seattle Memorial Stadium, Dallas Legion,18, Seattle Cascades,22
5,2021-07-16 19:30:00,South Philadelphia Super Site, Atlanta Hustle,20, Philadelphia Phoenix,15
6,2021-07-11 15:00:00,Langhorst Field, Minnesota Wind Chill,20, Chicago Union,18
7,2021-07-10 20:30:00,John Paul II High School, Austin Sol,20, Dallas Legion,21
8,2021-07-10 19:00:00,Hormel Stadium, Philadelphia Phoenix,23, Boston Glory,22
9,2021-07-10 19:00:00,Grand Park, Minnesota Wind Chill,25, Indianapolis AlleyCats,18
0,2018-07-13 22:30:00,Foothill College Stadium, Seattle Cascades,24, San Jose Spiders,27
1,2018-07-08 14:00:00,MNP Park Stadium, Toronto Rush,26, Ottawa Outlaws,13
2,2018-07-08 14:00:00,Round Rock, Tampa Bay Cannons,7, Austin Sol,6
3,2018-07-07 20:00:00,Five Star Complex, Tampa Bay Cannons,16, Dallas Legion,21
4,2018-07-07 19:00:00,Joseph F. Fosina Field, Philadelphia Phoenix,23, New York Empire,27
5,2018-07-07 19:00:00,Cardinal Gibbons HS, Atlanta Hustle,25, Raleigh Flyers,26
6,2018-07-07 19:00:00,Benedetti-Wehrli Stadium, Indianapolis AlleyCats,25, Chicago Union,18
7,2018-07-07 18:30:00,Monarch Park Stadium, Montreal Royal,24, Toronto Rush,28
8,2018-07-03 20:00:00,Breese Stevens Field, Minnesota Wind Chill,24, Madison Radicals,35
9,2018-07-01 16:30:00,Seattle Memorial Stadium, San Jose Spiders,24, Seattle Cascades,25
0,2018-04-07 21:30:00,Laney College Football Field, San Jose Spiders,21, San Francisco FlameThrowers,20
1,2018-04-07 21:00:00,Seattle Memorial Stadium, Minnesota Wind Chill,28, Seattle Cascades,29
2,2018-04-07 21:00:00,Jerry Chabola Stadium, San Diego Growlers,17, LA Aviators,30
3,2018-04-07 19:30:00,Roncalli Stadium, Madison Radicals,20, Indianapolis AlleyCats,13
4,2018-04-07 19:00:00,Cardinal Gibbons HS, Dallas Legion,17, Raleigh Flyers,14
5,2018-04-07 19:00:00,John M. Sexton Field, Atlanta Hustle,17, Tampa Bay Cannons,15
6,2018-04-07 18:30:00,Cardinal Stadium, Montreal Royal,24, DC Breeze,22
7,2018-04-07 18:00:00,Art Rooney Field, Detroit Mechanix,16, Pittsburgh Thunderbirds,17
8,2018-03-31 19:00:00,Cardinal Gibbons HS, Tampa Bay Cannons,22, Raleigh Flyers,27
9,2018-03-31 16:00:00,Bishop Foley Stadium, Indianapolis AlleyCats,24, Detroit Mechanix,12
0,2021-06-12 19:00:00,Langhorst Field, Minnesota Wind Chill,18, Chicago Union,23
1,2021-06-12 18:00:00,Durham County Stadium, DC Breeze,25, Raleigh Flyers,24
2,2021-06-11 20:00:00,Hormel Stadium, Atlanta Hustle,21, Boston Glory,19
3,2021-06-05 21:00:00,LA Southwest College, San Diego Growlers,19, LA Aviators,16
4,2021-06-05 20:00:00,Seattle Memorial Stadium, San Jose Spiders,21, Seattle Cascades,24
5,2021-06-05 19:00:00,St Pius HS Field, Raleigh Flyers,18, Atlanta Hustle,19
6,2021-06-05 19:00:00,Langhorst Field, Indianapolis AlleyCats,12, Chicago Union,20
7,2021-06-05 18:00:00,JC Stone Field, Boston Glory,29, Pittsburgh Thunderbirds,21
8,2021-06-05 18:00:00,Grand Rapids Christian HS, Madison Radicals,34, Detroit Mechanix,10
9,2021-06-05 18:00:00,"Carlini Field, Catholic U", Tampa Bay Cannons,10, DC Breeze,24
0,2017-05-06 21:30:00,, Vancouver Riptide,14, San Diego Growlers,22
1,2017-05-06 21:00:00,, Pittsburgh Thunderbirds,24, Seattle Cascades,26
2,2017-05-06 20:00:00,, Nashville Nightwatch,23, Dallas Legion,32
3,2017-05-06 19:00:00,, Chicago Union,16, Madison Radicals,18
4,2017-05-06 18:30:00,, New York Empire,21, DC Breeze,22
5,2017-05-06 18:30:00,, Indianapolis AlleyCats,25, Minnesota Wind Chill,28
6,2017-05-06 16:00:00,, Toronto Rush,24, Ottawa Outlaws,21
7,2017-04-30 19:00:00,, Ottawa Outlaws,29, Philadelphia Phoenix,26
8,2017-04-30 16:00:00,, Dallas Legion,29, Atlanta Hustle,24
9,2017-04-30 16:00:00,, San Francisco FlameThrowers,21, San Diego Growlers,20
0,2016-05-28 21:00:00,, LA Aviators,26, Seattle Cascades,27
1,2016-05-28 21:00:00,, Vancouver Riptide,27, San Francisco FlameThrowers,30
2,2016-05-28 20:00:00,, Indianapolis AlleyCats,17, Chicago Union,19
3,2016-05-28 19:00:00,, Dallas Legion,26, Atlanta Hustle,20
4,2016-05-28 18:00:00,, Cincinnati Revolution,19, Detroit Mechanix,23
5,2016-05-28 16:00:00,, DC Breeze,22, Montreal Royal,27
6,2016-05-28 16:00:00,, Toronto Rush,35, Ottawa Outlaws,20
7,2016-05-27 20:00:00,, Indianapolis AlleyCats,28, Cincinnati Revolution,24
8,2016-05-27 20:00:00,, Minnesota Wind Chill,15, Madison Radicals,36
9,2016-05-22 13:30:00,, Montreal Royal,14, DC Breeze,28
0,2012-05-06 20:00:00,, Detroit Mechanix,20, Columbus Cranes,26
1,2012-05-05 20:00:00,, Detroit Mechanix,13, Indianapolis AlleyCats,22
2,2012-05-05 20:00:00,, Rochester Dragons,19, Rhode Island Rampage,20
3,2012-05-05 20:00:00,, Philadelphia Spinners,23, Connecticut Constitution,29
4,2012-04-29 20:00:00,, Rochester Dragons,22, Detroit Mechanix,26
5,2012-04-28 20:00:00,, Philadelphia Spinners,30, Rhode Island Rampage,22
6,2012-04-28 20:00:00,, Columbus Cranes,8, Cincinnati Revolution,12
7,2012-04-22 20:00:00,, Rhode Island Rampage,26, Detroit Mechanix,24
8,2012-04-21 20:00:00,, Connecticut Constitution,16, Philadelphia Spinners,22
9,2012-04-21 20:00:00,, Rhode Island Rampage,22, Columbus Cranes,19
0,2017-04-30 16:00:00,, San Francisco FlameThrowers,21, San Diego Growlers,20
1,2017-04-29 22:00:00,, San Francisco FlameThrowers,26, LA Aviators,22
2,2017-04-29 21:00:00,, San Jose Spiders,28, Vancouver Riptide,22
3,2017-04-29 19:00:00,, Austin Sol,23, Raleigh Flyers,28
4,2017-04-29 19:00:00,, Indianapolis AlleyCats,25, Pittsburgh Thunderbirds,26
5,2017-04-29 19:00:00,, Dallas Legion,27, Nashville Nightwatch,8
6,2017-04-29 19:00:00,, Madison Radicals,20, Minnesota Wind Chill,22
7,2017-04-29 18:30:00,, Ottawa Outlaws,24, DC Breeze,29
8,2017-04-29 16:30:00,, Philadelphia Phoenix,13, New York Empire,18
9,2017-04-29 16:00:00,, Montreal Royal,22, Toronto Rush,19
0,2018-07-01 16:30:00,Seattle Memorial Stadium, San Jose Spiders,24, Seattle Cascades,25
1,2018-07-01 13:00:00,Complexe Sportif Claude-Robillard, New York Empire,26, Montreal Royal,18
2,2018-06-30 21:30:00,Mission Bay, San Francisco FlameThrowers,22, San Diego Growlers,27
3,2018-06-30 20:00:00,Five Star Complex, Austin Sol,25, Dallas Legion,29
4,2018-06-30 19:00:00,Cardinal Gibbons HS, Nashville Nightwatch,20, Raleigh Flyers,33
5,2018-06-30 19:00:00,, Atlanta Hustle,16, Tampa Bay Cannons,19
6,2018-06-30 19:00:00,National Sports Center Stadium, Chicago Union,23, Minnesota Wind Chill,25
7,2018-06-30 19:00:00,Breese Stevens Field, Indianapolis AlleyCats,17, Madison Radicals,26
8,2018-06-30 18:30:00,Cardinal Stadium, Philadelphia Phoenix,15, DC Breeze,25
9,2018-06-30 18:00:00,MNP Park Stadium, New York Empire,29, Ottawa Outlaws,23
0,2016-05-22 14:00:00,, Nashville Nightwatch,15, Dallas Legion,33
1,2016-05-22 14:00:00,, Pittsburgh Thunderbirds,27, Minnesota Wind Chill,24
2,2016-05-21 21:15:00,, LA Aviators,26, San Diego Growlers,18
3,2016-05-21 21:00:00,, San Jose Spiders,20, Vancouver Riptide,22
4,2016-05-21 20:00:00,, Pittsburgh Thunderbirds,24, Chicago Union,23
5,2016-05-21 19:30:00,, Montreal Royal,21, Philadelphia Phoenix,18
6,2016-05-21 19:30:00,, Nashville Nightwatch,25, Austin Sol,37
7,2016-05-21 19:00:00,, Raleigh Flyers,23, Charlotte Express,14
8,2016-05-21 19:00:00,, Atlanta Hustle,24, Jacksonville Cannons,29
9,2016-05-21 19:00:00,, Cincinnati Revolution,23, Madison Radicals,36
0,2017-08-27 13:00:00,, San Francisco FlameThrowers,30, Toronto Rush,29
1,2017-08-26 19:00:00,, Toronto Rush,24, Dallas Legion,21
2,2017-08-26 16:00:00,, San Francisco FlameThrowers,23, Madison Radicals,19
3,2017-08-13 17:00:00,, LA Aviators,22, San Francisco FlameThrowers,33
4,2017-08-13 13:00:00,, DC Breeze,26, Toronto Rush,29
5,2017-08-12 22:00:00,, San Jose Spiders,24, LA Aviators,33
6,2017-08-12 19:00:00,, Pittsburgh Thunderbirds,22, Madison Radicals,27
7,2017-08-12 13:00:00,, Dallas Legion,27, Raleigh Flyers,24
8,2017-08-11 19:00:00,, Montreal Royal,16, DC Breeze,28
9,2017-08-04 20:30:00,, Pittsburgh Thunderbirds,26, Minnesota Wind Chill,25
0,2012-04-21 20:00:00,, Cincinnati Revolution,20, Indianapolis AlleyCats,18
1,2012-04-14 20:00:00,, Detroit Mechanix,17, Cincinnati Revolution,19
2,2012-04-14 20:00:00,, Rochester Dragons,14, Philadelphia Spinners,26
3,2012-04-14 20:00:00,, Connecticut Constitution,29, Rhode Island Rampage,23
4,2012-04-14 20:00:00,, Indianapolis AlleyCats,21, Columbus Cranes,22
0,2018-06-30 00:00:00,Venture Park, Pittsburgh Thunderbirds,20, Detroit Mechanix,19
1,2018-06-24 16:00:00,Laney College Football Field, LA Aviators,25, San Francisco FlameThrowers,24
2,2018-06-24 14:00:00,MNP Park Stadium, DC Breeze,30, Ottawa Outlaws,29
3,2018-06-24 14:00:00,Five Star Complex, Nashville Nightwatch,16, Dallas Legion,28
4,2018-06-24 13:00:00,A.A. Garthwaite Stadium, Montreal Royal,19, Philadelphia Phoenix,27
5,2018-06-24 00:00:00,, Chicago Union,31, Detroit Mechanix,27
6,2018-06-23 22:00:00,Foothill College Stadium, LA Aviators,27, San Jose Spiders,18
7,2018-06-23 22:00:00,Seattle Memorial Stadium, San Diego Growlers,23, Seattle Cascades,22
8,2018-06-23 20:00:00,House Park, Nashville Nightwatch,23, Austin Sol,24
9,2018-06-23 19:00:00,Joseph F. Fosina Field, Montreal Royal,23, New York Empire,22
0,2017-07-29 20:00:00,, Jacksonville Cannons,12, Dallas Legion,22
1,2017-07-23 21:00:00,, San Francisco FlameThrowers,26, Vancouver Riptide,18
2,2017-07-23 14:00:00,, New York Empire,14, Toronto Rush,20
3,2017-07-23 13:00:00,, Ottawa Outlaws,22, Montreal Royal,31
4,2017-07-23 13:00:00,, Indianapolis AlleyCats,21, Madison Radicals,22
5,2017-07-22 22:00:00,, San Jose Spiders,23, LA Aviators,24
6,2017-07-22 20:00:00,, Pittsburgh Thunderbirds,13, Minnesota Wind Chill,19
7,2017-07-22 19:00:00,, Indianapolis AlleyCats,26, Chicago Union,19
