,GAME_INFO,LOCATION,TEAM1_NAME,TEAM1_SCORE,TEAM2_NAME,TEAM2_SCORE
8,2017-07-22 19:00:00,, DC Breeze,23, Philadelphia Phoenix,20
9,2017-07-22 18:00:00,, New York Empire,29, Ottawa Outlaws,25
0,2017-04-29 16:00:00,, Montreal Royal,22, Toronto Rush,19
1,2017-04-28 22:00:00,, San Jose Spiders,27, Seattle Cascades,26
2,2017-04-23 13:00:00,, Montreal Royal,8, New York Empire,21
3,2017-04-23 13:00:00,, Jacksonville Cannons,14, Nashville Nightwatch,11
4,2017-04-22 21:00:00,, San Diego Growlers,19, San Francisco FlameThrowers,28
5,2017-04-22 20:00:00,, Dallas Legion,30, Austin Sol,24
6,2017-04-22 19:00:00,, Jacksonville Cannons,27, Atlanta Hustle,25
7,2017-04-22 19:00:00,, Chicago Union,22, Pittsburgh Thunderbirds,30
8,2017-04-22 19:00:00,, DC Breeze,21, Raleigh Flyers,23
9,2017-04-22 18:30:00,, Montreal Royal,24, Philadelphia Phoenix,23
0,2016-05-21 16:00:00,, DC Breeze,15, New York Empire,14
1,2016-05-21 16:00:00,, Ottawa Outlaws,24, Toronto Rush,30
2,2016-05-21 15:45:00,, Detroit Mechanix,24, Indianapolis AlleyCats,29
3,2016-05-20 22:00:00,, San Jose Spiders,17, Seattle Cascades,27
4,2016-05-15 14:30:00,, Austin Sol,23, Atlanta Hustle,22
5,2016-05-15 12:00:00,, New York Empire,17, Montreal Royal,12
6,2016-05-14 20:00:00,, Chicago Union,23, Minnesota Wind Chill,26
7,2016-05-14 19:30:00,, Pittsburgh Thunderbirds,23, Indianapolis AlleyCats,31
8,2016-05-14 19:00:00,, New York Empire,14, Toronto Rush,22
9,2016-05-14 19:00:00,, Raleigh Flyers,24, Jacksonville Cannons,25
0,2018-06-23 19:00:00,Joseph F. Fosina Field, Montreal Royal,23, New York Empire,22
1,2018-06-23 19:00:00,National Sports Center Stadium, Pittsburgh Thunderbirds,29, Minnesota Wind Chill,28
2,2018-06-23 18:30:00,Monarch Park Stadium, DC Breeze,21, Toronto Rush,28
3,2018-06-23 18:30:00,St Pius HS Field, Raleigh Flyers,20, Atlanta Hustle,30
4,2018-06-17 17:00:00,Grand Park, Madison Radicals,20, Indianapolis AlleyCats,21
5,2018-06-17 16:00:00,Mission Bay, Seattle Cascades,27, San Diego Growlers,25
6,2018-06-17 14:00:00,Benedetti-Wehrli Stadium, Detroit Mechanix,12, Chicago Union,34
7,2018-06-17 13:00:00,John M. Sexton Field, Dallas Legion,28, Tampa Bay Cannons,25
8,2018-06-17 13:00:00,Monarch Park Stadium, New York Empire,18, Toronto Rush,25
9,2018-06-16 19:00:00,Cardinal Gibbons HS, Nashville Nightwatch,15, Raleigh Flyers,27
0,2017-07-22 21:00:00,, San Francisco FlameThrowers,30, Seattle Cascades,24
1,2017-07-21 22:00:00,, San Jose Spiders,22, San Diego Growlers,23
2,2017-07-16 14:00:00,, Toronto Rush,30, Ottawa Outlaws,25
3,2017-07-15 22:00:00,, San Diego Growlers,22, LA Aviators,18
4,2017-07-15 21:00:00,, Seattle Cascades,26, San Francisco FlameThrowers,31
5,2017-07-15 20:00:00,, Dallas Legion,27, Austin Sol,23
6,2017-07-15 19:00:00,, Nashville Nightwatch,24, Jacksonville Cannons,33
7,2017-07-15 19:00:00,, Detroit Mechanix,24, Pittsburgh Thunderbirds,28
8,2017-07-15 19:00:00,, New York Empire,23, Philadelphia Phoenix,30
9,2017-07-14 20:00:00,, Nashville Nightwatch,22, Atlanta Hustle,27
0,2017-04-22 21:00:00,, Seattle Cascades,27, Vancouver Riptide,24
1,2017-04-22 21:00:00,, San Diego Growlers,19, San Francisco FlameThrowers,28
2,2017-04-21 22:30:00,, San Diego Growlers,25, San Jose Spiders,30
3,2017-04-15 19:00:00,, Raleigh Flyers,25, Jacksonville Cannons,18
4,2017-04-15 19:00:00,, Atlanta Hustle,37, Nashville Nightwatch,27
5,2017-04-09 16:30:00,, Vancouver Riptide,18, LA Aviators,21
6,2017-04-09 14:00:00,, Toronto Rush,21, DC Breeze,32
7,2017-04-09 14:00:00,, Raleigh Flyers,18, Dallas Legion,33
8,2017-04-08 20:00:00,, Raleigh Flyers,26, Austin Sol,19
9,2017-04-08 19:30:00,, Detroit Mechanix,15, Indianapolis AlleyCats,25
0,2016-05-14 22:00:00,, Seattle Cascades,27, San Jose Spiders,26
1,2016-05-14 21:00:00,, San Francisco FlameThrowers,22, Vancouver Riptide,18
2,2016-05-14 19:00:00,, Austin Sol,29, Nashville Nightwatch,22
3,2016-05-14 18:30:00,, DC Breeze,24, Philadelphia Phoenix,15
4,2016-05-14 18:00:00,, Madison Radicals,26, Detroit Mechanix,13
5,2016-05-13 20:00:00,, Chicago Union,11, Madison Radicals,18
6,2016-05-07 20:00:00,, Austin Sol,16, Dallas Legion,24
7,2016-05-07 20:00:00,, Indianapolis AlleyCats,23, Minnesota Wind Chill,24
8,2016-05-07 19:00:00,, Cincinnati Revolution,14, Pittsburgh Thunderbirds,31
9,2016-05-07 19:00:00,, Raleigh Flyers,23, Atlanta Hustle,25
0,2016-05-07 21:00:00,, San Diego Growlers,19, Vancouver Riptide,27
1,2016-05-07 19:00:00,, Charlotte Express,26, Nashville Nightwatch,24
2,2016-05-07 18:30:00,, New York Empire,22, DC Breeze,23
3,2016-05-07 18:00:00,, Toronto Rush,27, Montreal Royal,31
4,2016-05-07 13:00:00,, Chicago Union,18, Detroit Mechanix,13
5,2016-05-06 22:30:00,, San Jose Spiders,25, San Francisco FlameThrowers,32
6,2016-05-06 22:00:00,, San Diego Growlers,19, Seattle Cascades,23
7,2016-05-06 19:00:00,, Montreal Royal,24, Ottawa Outlaws,31
8,2016-05-01 15:00:00,, Minnesota Wind Chill,32, Cincinnati Revolution,26
9,2016-05-01 14:00:00,, Ottawa Outlaws,15, Toronto Rush,32
0,2017-04-08 22:00:00,, San Francisco FlameThrowers,22, San Jose Spiders,24
1,2017-04-08 16:30:00,, Toronto Rush,22, New York Empire,17
2,2017-04-02 16:30:00,, Madison Radicals,24, Indianapolis AlleyCats,19
3,2017-04-01 22:00:00,, Vancouver Riptide,18, Seattle Cascades,29
4,2017-04-01 21:30:00,, LA Aviators,31, San Diego Growlers,26
5,2017-04-01 21:00:00,, San Jose Spiders,29, San Francisco FlameThrowers,34
6,2017-04-01 20:00:00,, Austin Sol,17, Dallas Legion,21
7,2017-04-01 19:00:00,, Nashville Nightwatch,23, Jacksonville Cannons,40
8,2017-04-01 18:30:00,, Atlanta Hustle,19, Raleigh Flyers,27
9,2016-08-07 13:00:00,, Seattle Cascades,27, Dallas Legion,33
0,2018-06-16 21:30:00,Laney College Football Field, San Jose Spiders,17, San Francisco FlameThrowers,21
1,2018-06-16 21:00:00,Jack Kemp Stadium, Seattle Cascades,17, LA Aviators,26
2,2018-06-16 19:00:00,National Sports Center Stadium, Detroit Mechanix,18, Minnesota Wind Chill,37
3,2018-06-16 18:30:00,Monarch Park Stadium, Ottawa Outlaws,17, Toronto Rush,27
4,2018-06-16 18:30:00,St Pius HS Field, Dallas Legion,24, Atlanta Hustle,20
5,2018-06-16 18:00:00,Art Rooney Field, Madison Radicals,25, Pittsburgh Thunderbirds,21
6,2018-06-16 18:00:00,Complexe Sportif Claude-Robillard, New York Empire,22, Montreal Royal,26
7,2018-06-09 22:00:00,Foothill College Stadium, San Diego Growlers,20, San Jose Spiders,21
8,2018-06-09 20:00:00,House Park, Dallas Legion,19, Austin Sol,17
9,2018-06-09 20:00:00,Mercy Sportscore 2, Madison Radicals,22, Chicago Union,21
0,2017-07-14 22:30:00,, Seattle Cascades,21, San Jose Spiders,17
1,2017-07-14 19:30:00,, Minnesota Wind Chill,26, Indianapolis AlleyCats,25
2,2017-07-14 19:00:00,, Madison Radicals,26, Chicago Union,17
3,2017-07-09 19:00:00,, Raleigh Flyers,31, Nashville Nightwatch,26
4,2017-07-09 14:00:00,, Minnesota Wind Chill,22, Pittsburgh Thunderbirds,26
5,2017-07-08 21:30:00,, LA Aviators,26, San Diego Growlers,19
6,2017-07-08 20:00:00,, Jacksonville Cannons,31, Austin Sol,27
7,2017-07-08 19:00:00,, Raleigh Flyers,24, Nashville Nightwatch,14
8,2017-07-08 17:00:00,, Montreal Royal,20, Toronto Rush,28
9,2017-07-08 16:00:00,, Minnesota Wind Chill,31, Detroit Mechanix,17
0,2021-07-10 19:00:00,St Pius HS Field, DC Breeze,19, Atlanta Hustle,14
1,2021-07-10 19:00:00,Breese Stevens Field, Chicago Union,16, Madison Radicals,19
2,2021-07-10 18:00:00,Durham County Stadium, Tampa Bay Cannons,19, Raleigh Flyers,31
3,2021-07-09 20:00:00,John Paul II High School, Austin Sol,17, Dallas Legion,16
4,2021-07-09 19:00:00,Joseph F. Fosina Field, Philadelphia Phoenix,20, New York Empire,27
5,2021-07-03 20:30:00,John Paul II High School, Seattle Cascades,16, Dallas Legion,24
6,2021-07-03 19:00:00,Grand Park, Madison Radicals,26, Indianapolis AlleyCats,22
7,2021-07-03 18:05:00,Campbell Park, Raleigh Flyers,29, Tampa Bay Cannons,15
8,2021-07-03 18:00:00,JC Stone Field, Philadelphia Phoenix,20, Pittsburgh Thunderbirds,23
9,2021-07-02 20:00:00,Langhorst Field, Madison Radicals,15, Chicago Union,18
0,2018-06-09 20:00:00,Vanderbilt Natchez Field, Atlanta Hustle,24, Nashville Nightwatch,21
1,2018-06-09 18:30:00,A.A. Garthwaite Stadium, Pittsburgh Thunderbirds,21, Philadelphia Phoenix,30
2,2018-06-09 18:30:00,Cardinal Stadium, Toronto Rush,24, DC Breeze,25
3,2018-06-08 20:00:00,Breese Stevens Field, Minnesota Wind Chill,17, Madison Radicals,20
4,2018-06-08 19:30:00,Mont Bleu Stadium, Montreal Royal,27, Ottawa Outlaws,26
5,2018-06-03 16:30:00,Jerry Chabola Stadium, San Francisco FlameThrowers,19, LA Aviators,23
6,2018-06-03 13:00:00,St Pius HS Field, Dallas Legion,29, Atlanta Hustle,28
7,2018-06-03 13:00:00,A.A. Garthwaite Stadium, Ottawa Outlaws,21, Philadelphia Phoenix,22
8,2018-06-02 20:00:00,Vanderbilt Natchez Field, Dallas Legion,31, Nashville Nightwatch,21
9,2018-06-02 19:00:00,, Austin Sol,27, Tampa Bay Cannons,26
0,2017-07-07 20:30:00,, Jacksonville Cannons,28, Dallas Legion,27
1,2017-07-02 14:00:00,, Chicago Union,20, Pittsburgh Thunderbirds,21
2,2017-07-02 14:00:00,, New York Empire,21, Ottawa Outlaws,20
3,2017-07-01 19:30:00,, Chicago Union,24, Indianapolis AlleyCats,30
4,2017-07-01 19:00:00,, New York Empire,20, Montreal Royal,29
5,2017-07-01 19:00:00,, Austin Sol,27, Nashville Nightwatch,21
6,2017-07-01 19:00:00,, Minnesota Wind Chill,13, Madison Radicals,21
7,2017-07-01 16:00:00,, Pittsburgh Thunderbirds,22, Detroit Mechanix,14
8,2017-06-30 22:00:00,, Vancouver Riptide,10, Seattle Cascades,31
9,2017-06-25 14:00:00,, Detroit Mechanix,16, Chicago Union,23
0,2016-08-06 20:00:00,, Seattle Cascades,26, Madison Radicals,25
1,2016-08-06 17:00:00,, Toronto Rush,20, Dallas Legion,27
2,2016-07-23 20:00:00,, Atlanta Hustle,21, Dallas Legion,28
3,2016-07-23 19:00:00,, Pittsburgh Thunderbirds,16, Madison Radicals,20
4,2016-07-23 17:00:00,, DC Breeze,21, Toronto Rush,23
5,2016-07-17 22:00:00,, Seattle Cascades,23, San Francisco FlameThrowers,17
6,2016-07-17 20:00:00,, Atlanta Hustle,25, Raleigh Flyers,23
7,2016-07-16 22:00:00,, Seattle Cascades,31, LA Aviators,23
8,2016-07-16 20:00:00,, Minnesota Wind Chill,18, Pittsburgh Thunderbirds,20
9,2016-07-16 19:00:00,, New York Empire,20, DC Breeze,24
0,2016-05-01 16:30:00,, Seattle Cascades,27, LA Aviators,17
1,2016-05-01 13:00:00,, Dallas Legion,30, Charlotte Express,18
2,2016-05-01 13:00:00,, DC Breeze,26, Montreal Royal,18
3,2016-04-30 21:15:00,, Seattle Cascades,25, San Diego Growlers,17
4,2016-04-30 19:30:00,, Minnesota Wind Chill,21, Indianapolis AlleyCats,20
5,2016-04-30 19:00:00,, Madison Radicals,22, Pittsburgh Thunderbirds,18
6,2016-04-30 19:00:00,, Dallas Legion,24, Raleigh Flyers,18
7,2016-04-30 19:00:00,, Atlanta Hustle,18, Jacksonville Cannons,23
8,2016-04-30 16:30:00,, Philadelphia Phoenix,16, New York Empire,28
9,2016-04-30 16:00:00,, DC Breeze,23, Toronto Rush,24
0,2018-06-02 21:30:00,Mission Bay, San Francisco FlameThrowers,25, San Diego Growlers,24
1,2018-06-02 21:00:00,Seattle Memorial Stadium, San Jose Spiders,29, Seattle Cascades,25
2,2018-06-02 20:00:00,Vanderbilt Natchez Field, Dallas Legion,31, Nashville Nightwatch,21
3,2018-06-02 18:00:00,Art Rooney Field, DC Breeze,20, Pittsburgh Thunderbirds,11
4,2018-06-02 18:00:00,National Sports Center Stadium, Indianapolis AlleyCats,18, Minnesota Wind Chill,22
5,2018-06-02 17:00:00,, Toronto Rush,24, Montreal Royal,20
6,2018-06-02 00:00:00,, Chicago Union,25, Detroit Mechanix,18
7,2018-06-01 19:00:00,WakeMed Soccer Park, Austin Sol,14, Raleigh Flyers,32
8,2018-05-27 14:00:00,MNP Park Stadium, Philadelphia Phoenix,18, Ottawa Outlaws,30
9,2018-05-26 20:00:00,Vanderbilt Natchez Field, Austin Sol,21, Nashville Nightwatch,27
0,2017-06-25 16:00:00,, LA Aviators,29, Seattle Cascades,26
1,2017-06-25 14:00:00,, Indianapolis AlleyCats,16, Pittsburgh Thunderbirds,18
2,2017-06-25 14:00:00,, Detroit Mechanix,16, Chicago Union,23
3,2017-06-25 13:00:00,, Atlanta Hustle,25, Austin Sol,26
4,2017-06-24 22:00:00,, San Francisco FlameThrowers,26, San Jose Spiders,29
5,2017-06-24 21:00:00,, LA Aviators,21, Vancouver Riptide,20
6,2017-06-24 20:00:00,, Atlanta Hustle,19, Dallas Legion,21
7,2017-06-24 19:00:00,, Jacksonville Cannons,13, Raleigh Flyers,27
8,2017-06-24 19:00:00,, Detroit Mechanix,9, Madison Radicals,21
9,2017-06-24 18:30:00,, Philadelphia Phoenix,17, DC Breeze,25
0,2016-07-10 17:00:00,, Jacksonville Cannons,26, Atlanta Hustle,27
1,2016-07-10 15:00:00,, Minnesota Wind Chill,20, Detroit Mechanix,19
2,2016-07-10 13:30:00,, Raleigh Flyers,12, Austin Sol,33
3,2016-07-10 13:00:00,, Philadelphia Phoenix,19, Montreal Royal,27
4,2016-07-10 13:00:00,, Indianapolis AlleyCats,17, Madison Radicals,23
5,2016-07-09 22:30:00,, San Diego Growlers,24, LA Aviators,30
6,2016-07-09 21:30:00,, Vancouver Riptide,27, Seattle Cascades,31
7,2016-07-09 20:00:00,, Raleigh Flyers,22, Dallas Legion,27
8,2016-07-09 19:00:00,, Minnesota Wind Chill,21, Pittsburgh Thunderbirds,29
9,2016-07-09 19:00:00,, Jacksonville Cannons,26, Nashville Nightwatch,30
0,2016-04-24 16:30:00,, Cincinnati Revolution,14, Indianapolis AlleyCats,35
1,2016-04-24 13:30:00,, Jacksonville Cannons,23, Austin Sol,28
2,2016-04-24 13:00:00,, Toronto Rush,24, Philadelphia Phoenix,16
3,2016-04-23 21:00:00,, San Diego Growlers,14, San Francisco FlameThrowers,31
4,2016-04-23 20:00:00,, Atlanta Hustle,24, Charlotte Express,19
5,2016-04-23 20:00:00,, Jacksonville Cannons,17, Dallas Legion,32
6,2016-04-23 20:00:00,, Cincinnati Revolution,19, Chicago Union,27
7,2016-04-23 19:00:00,, Detroit Mechanix,16, Pittsburgh Thunderbirds,26
8,2016-04-23 19:00:00,, Raleigh Flyers,20, Nashville Nightwatch,18
9,2016-04-23 18:30:00,, Toronto Rush,25, DC Breeze,24
0,2016-07-09 19:00:00,, Jacksonville Cannons,26, Nashville Nightwatch,30
1,2016-07-09 18:00:00,, Philadelphia Phoenix,16, Ottawa Outlaws,37
2,2016-07-08 20:00:00,, Madison Radicals,19, Chicago Union,16
3,2016-07-03 14:00:00,, New York Empire,20, Toronto Rush,22
4,2016-07-02 22:30:00,, Vancouver Riptide,26, LA Aviators,28
5,2016-07-02 21:15:00,, San Jose Spiders,21, San Diego Growlers,32
6,2016-07-02 20:00:00,, Cincinnati Revolution,21, Minnesota Wind Chill,28
7,2016-07-02 19:30:00,, Pittsburgh Thunderbirds,31, Indianapolis AlleyCats,26
8,2016-07-02 19:30:00,, Dallas Legion,26, Austin Sol,22
9,2016-07-02 19:00:00,, Toronto Rush,29, Montreal Royal,18
0,2018-05-26 21:00:00,Jerry Chabola Stadium, San Diego Growlers,23, LA Aviators,25
1,2018-05-26 20:00:00,Breese Stevens Field, Raleigh Flyers,24, Madison Radicals,16
2,2018-05-26 20:00:00,Vanderbilt Natchez Field, Austin Sol,21, Nashville Nightwatch,27
3,2018-05-26 18:30:00,Cardinal Stadium, New York Empire,21, DC Breeze,29
4,2018-05-26 16:30:00,Waterloo Field, Philadelphia Phoenix,23, Toronto Rush,28
5,2018-05-20 14:00:00,Five Star Complex, Atlanta Hustle,21, Dallas Legion,26
6,2018-05-20 13:00:00,Complexe Sportif Claude-Robillard, DC Breeze,20, Montreal Royal,21
7,2018-05-20 13:00:00,Monarch Park Stadium, Ottawa Outlaws,19, Toronto Rush,21
8,2018-05-20 00:00:00,, Minnesota Wind Chill,34, Detroit Mechanix,24
9,2018-05-19 20:00:00,House Park, Atlanta Hustle,19, Austin Sol,28
0,2017-06-24 17:00:00,, Ottawa Outlaws,22, New York Empire,23
1,2017-06-18 16:00:00,, Philadelphia Phoenix,14, New York Empire,27
2,2017-06-18 16:00:00,, Madison Radicals,21, Detroit Mechanix,11
3,2017-06-18 14:00:00,, DC Breeze,28, Ottawa Outlaws,13
4,2017-06-17 21:30:00,, San Jose Spiders,28, San Diego Growlers,24
5,2017-06-17 20:00:00,, Minnesota Wind Chill,23, Chicago Union,12
6,2017-06-17 20:00:00,, Austin Sol,25, Dallas Legion,27
7,2017-06-17 19:00:00,, Detroit Mechanix,21, Indianapolis AlleyCats,23
8,2017-06-17 19:00:00,, Madison Radicals,22, Pittsburgh Thunderbirds,21
9,2017-06-17 19:00:00,, Raleigh Flyers,24, Atlanta Hustle,21
0,2016-04-17 17:00:00,, Nashville Nightwatch,22, Atlanta Hustle,21
1,2016-04-17 13:00:00,, Austin Sol,27, Raleigh Flyers,28
2,2016-04-17 13:00:00,, Montreal Royal,19, New York Empire,21
3,2016-04-16 22:00:00,, San Francisco FlameThrowers,32, San Jose Spiders,27
4,2016-04-16 20:00:00,, Chicago Union,21, Minnesota Wind Chill,22
5,2016-04-16 19:30:00,, Madison Radicals,32, Indianapolis AlleyCats,25
6,2016-04-16 19:30:00,, Pittsburgh Thunderbirds,25, Cincinnati Revolution,16
7,2016-04-16 19:00:00,, Austin Sol,20, Charlotte Express,21
8,2016-04-16 19:00:00,, Nashville Nightwatch,22, Jacksonville Cannons,31
9,2016-04-16 18:30:00,, Montreal Royal,25, Philadelphia Phoenix,17
0,2021-06-25 21:00:00,LA Southwest College, Dallas Legion,21, LA Aviators,16
1,2021-06-25 19:00:00,Hormel Stadium, Tampa Bay Cannons,17, Boston Glory,24
2,2021-06-25 19:00:00,Durham County Stadium, Philadelphia Phoenix,11, Raleigh Flyers,23
3,2021-06-20 18:00:00,Breese Stevens Field, Indianapolis AlleyCats,20, Madison Radicals,24
4,2021-06-20 17:00:00,Seattle Memorial Stadium, San Diego Growlers,18, Seattle Cascades,16
5,2021-06-19 20:00:00,Westlake Chaparral Stadium, LA Aviators,20, Austin Sol,22
6,2021-06-19 18:30:00,South Philadelphia Super Site, Pittsburgh Thunderbirds,18, Philadelphia Phoenix,27
7,2021-06-19 18:05:00,Campbell Park, Atlanta Hustle,24, Tampa Bay Cannons,13
8,2021-06-19 18:00:00,Grand Rapids Christian HS, Chicago Union,30, Detroit Mechanix,13
9,2021-06-19 18:00:00,Durham County Stadium, Boston Glory,24, Raleigh Flyers,27
0,2021-07-02 20:00:00,Westlake Chaparral Stadium, Seattle Cascades,16, Austin Sol,23
1,2021-07-02 19:00:00,"Carlini Field, Catholic U", New York Empire,17, DC Breeze,20
2,2021-06-27 18:00:00,Breese Stevens Field, Detroit Mechanix,18, Madison Radicals,29
3,2021-06-26 22:00:00,Torrey Pines HS, Dallas Legion,20, San Diego Growlers,21
4,2021-06-26 21:30:00,Oakland Technical High School, Austin Sol,23, San Jose Spiders,28
5,2021-06-26 20:00:00,Grand Park, Chicago Union,28, Indianapolis AlleyCats,20
6,2021-06-26 19:00:00,St Pius HS Field, Philadelphia Phoenix,17, Atlanta Hustle,24
7,2021-06-26 19:00:00,Joseph F. Fosina Field, Tampa Bay Cannons,18, New York Empire,24
8,2021-06-26 19:00:00,Sea Foam Stadium, Detroit Mechanix,17, Minnesota Wind Chill,29
9,2021-06-25 22:30:00,Seattle Memorial Stadium, Austin Sol,24, Seattle Cascades,28
0,2016-07-02 19:00:00,, Charlotte Express,15, Nashville Nightwatch,19
1,2016-07-02 16:30:00,, New York Empire,19, Ottawa Outlaws,24
2,2016-07-01 20:00:00,, Atlanta Hustle,22, Raleigh Flyers,28
3,2016-07-01 19:00:00,, Detroit Mechanix,13, Pittsburgh Thunderbirds,31
4,2016-06-26 18:00:00,, LA Aviators,22, Seattle Cascades,16
5,2016-06-26 16:00:00,, San Diego Growlers,25, San Francisco FlameThrowers,29
6,2016-06-26 15:00:00,, Nashville Nightwatch,19, Raleigh Flyers,28
7,2016-06-26 15:00:00,, Madison Radicals,25, Cincinnati Revolution,22
8,2016-06-26 14:00:00,, Indianapolis AlleyCats,29, Pittsburgh Thunderbirds,25
9,2016-06-26 13:00:00,, Ottawa Outlaws,30, Philadelphia Phoenix,22
